Standard,Subject,Grade,Strand,Standard Number,Description,,,,,,,,,,,,,,,,,,,,,,,,
Ohio Math Standard,Math,K,Number & Operations in Base Ten,K.NBT.A,Work with numbers 11–19 to gain foundations for place value.,,,,,,,,,,,,,,,,,,,,,,,,
Ohio Math Standard,Math,K,Number & Operations in Base Ten,K.NBT.1,"Compose and decompose numbers from 11 to 19 into a group of ten ones and some further ones by using objects and, when appropriate, drawings or equations; understand that these numbers are composed of a group of ten ones and one, two, three, four, five, six, seven, eight, or nine ones.",,,,,,,,,,,,,,,,,,,,,,,,
Ohio Math Standard,Math,1,Number & Operations in Base Ten,1.NBT.A,Extend the counting sequence.,,,,,,,,,,,,,,,,,,,,,,,,
Ohio Math Standard,Math,1,Number & Operations in Base Ten,1.NBT.1,"Count to 120, starting at any number less than 120. In this range, read and write numerals and represent a number of objects with a written numeral.",,,,,,,,,,,,,,,,,,,,,,,,
Ohio Math Standard,Math,1,Number & Operations in Base Ten,1.NBT.B,Understand place value.,,,,,,,,,,,,,,,,,,,,,,,,
Ohio Math Standard,Math,1,Number & Operations in Base Ten,1.NBT.2,"Understand that the two digits of a two-digit number represent amounts of tens and ones. Understand the following as special cases: 10 can be thought of as a bundle of ten ones — called a ten;"" the numbers from 11 to 19 are composed of a ten and one",two,three,four,five,six,seven,eight,or nine ones; and the numbers 10,20,30,40,50,60,70,80,90 refer to one,two,three,four,five,six,seven,eight,"or nine tens (and 0 ones)."""
Ohio Math Standard,Math,1,Number & Operations in Base Ten,1.NBT.3,"Compare two two-digit numbers based on meanings of the tens and ones digits, recording the results of comparisons with the symbols >, =, and <.",,,,,,,,,,,,,,,,,,,,,,,,
Ohio Math Standard,Math,1,Number & Operations in Base Ten,1.NBT.C,Use place value understanding and properties of operations to add and subtract.,,,,,,,,,,,,,,,,,,,,,,,,
Ohio Math Standard,Math,1,Number & Operations in Base Ten,1.NBT.4,"Add within 100, including adding a two-digit number and a one-digit number and adding a two-digit number and a multiple of 10, using concrete models or drawings and strategies based on place value, properties of operations, and/or the relationship between addition and subtraction; record the strategy with a written numerical method (drawings and, when appropriate, equations) and explain the reasoning used. Understand that when adding two-digit numbers, tens are added to tens; ones are added to ones; and sometimes it is necessary to compose a ten.",,,,,,,,,,,,,,,,,,,,,,,,
Ohio Math Standard,Math,1,Number & Operations in Base Ten,1.NBT.5,"Given a two-digit number, mentally find 10 more or 10 less than the number, without having to count; explain the reasoning used.",,,,,,,,,,,,,,,,,,,,,,,,
Ohio Math Standard,Math,1,Number & Operations in Base Ten,1.NBT.6,"Subtract multiples of 10 in the range 10-90 from multiples of 10 in the range 10-90 (positive or zero differences), using concrete models or drawings and strategies based on place value, properties of operations, and/or the relationship between addition and subtraction; relate the strategy to a written method and explain the reasoning used.",,,,,,,,,,,,,,,,,,,,,,,,
Ohio Math Standard,Math,2,Number & Operations in Base Ten,2.NBT.A,Understand place value.,,,,,,,,,,,,,,,,,,,,,,,,
Ohio Math Standard,Math,2,Number & Operations in Base Ten,2.NBT.1,"Understand that the three digits of a three-digit number represent amounts of hundreds, tens, and ones; e.g., 706 equals 7 hundreds, 0 tens, and 6 ones. Understand the following as special cases:",,,,,,,,,,,,,,,,,,,,,,,,
Ohio Math Standard,Math,2,Number & Operations in Base Ten,2.NBT.1.a,"100 can be thought of as a bundle of ten tens - called a hundred.""""",,,,,,,,,,,,,,,,,,,,,,,,
Ohio Math Standard,Math,2,Number & Operations in Base Ten,2.NBT.1.b,"The numbers 100, 200, 300, 400, 500, 600, 700, 800, 900 refer to one, two, three, four, five, six, seven, eight, or nine hundreds (and 0 tens and 0 ones).",,,,,,,,,,,,,,,,,,,,,,,,
Ohio Math Standard,Math,2,Number & Operations in Base Ten,2.NBT.2,"Count forward and backward within 1,000 by ones, tens, and hundreds starting at any number; skip-count by 5s starting at any multiple of 5.",,,,,,,,,,,,,,,,,,,,,,,,
Ohio Math Standard,Math,2,Number & Operations in Base Ten,2.NBT.3,"Read and write numbers to 1,000 using base-ten numerals, number names, expanded form, and equivalent representations, e.g., 716 is 700 + 10 + 6, or 6 + 700 + 10, or 6 ones and 71 tens, etc.",,,,,,,,,,,,,,,,,,,,,,,,
Ohio Math Standard,Math,2,Number & Operations in Base Ten,2.NBT.4,"Compare two three-digit numbers based on meanings of the hundreds, tens, and ones digits, using >, =, and < symbols to record the results of comparisons.",,,,,,,,,,,,,,,,,,,,,,,,
Ohio Math Standard,Math,2,Number & Operations in Base Ten,2.NBT.B,Use place value understanding and properties of operations to add and subtract.,,,,,,,,,,,,,,,,,,,,,,,,
Ohio Math Standard,Math,2,Number & Operations in Base Ten,2.NBT.5,"Fluently add and subtract within 100 using strategies based on place value, properties of operations, and/or the relationship between addition and subtraction.",,,,,,,,,,,,,,,,,,,,,,,,
Ohio Math Standard,Math,2,Number & Operations in Base Ten,2.NBT.6,Add up to four two-digit numbers using strategies based on place value and properties of operations.,,,,,,,,,,,,,,,,,,,,,,,,
Ohio Math Standard,Math,2,Number & Operations in Base Ten,2.NBT.7,"Add and subtract within 1,000, using concrete models or drawings and strategies based on place value, properties of operations, and/or the relationship between addition and subtraction; record the strategy with a written numerical method (drawings and, when appropriate, equations) and explain the reasoning used. Understand that in adding or subtracting three-digit numbers, hundreds are added or subtracted from hundreds, tens are added or subtracted from tens, ones are added or subtracted from ones; and sometimes it is necessary to compose or decompose tens or hundreds.",,,,,,,,,,,,,,,,,,,,,,,,
Ohio Math Standard,Math,2,Number & Operations in Base Ten,2.NBT.8,"Mentally add 10 or 100 to a given number 100-900, and mentally subtract 10 or 100 from a given number 100-900.",,,,,,,,,,,,,,,,,,,,,,,,
Ohio Math Standard,Math,2,Number & Operations in Base Ten,2.NBT.9,"Explain why addition and subtraction strategies work, using place value and the properties of operations. Explanations may be supported by drawings or objects.",,,,,,,,,,,,,,,,,,,,,,,,
Ohio Math Standard,Math,3,Number & Operations in Base Ten,3.NBT.A,Use place value understanding and properties of operations to perform multi-digit arithmetic. A range of strategies and algorithms may be used.,,,,,,,,,,,,,,,,,,,,,,,,
Ohio Math Standard,Math,3,Number & Operations in Base Ten,3.NBT.1,Use place value understanding to round whole numbers to the nearest 10 or 100.,,,,,,,,,,,,,,,,,,,,,,,,
Ohio Math Standard,Math,3,Number & Operations in Base Ten,3.NBT.2,"Fluently add and subtract within 1,000 using strategies and algorithms based on place value, properties of operations, and/or the relationship between addition and subtraction.",,,,,,,,,,,,,,,,,,,,,,,,
Ohio Math Standard,Math,3,Number & Operations in Base Ten,3.NBT.3,"Multiply one-digit whole numbers by multiples of 10 in the range 10-90, e.g., 9 × 80, 5 × 60 using strategies based on place value and properties of operations.",,,,,,,,,,,,,,,,,,,,,,,,
Ohio Math Standard,Math,4,Number & Operations in Base Ten,4.NBT.A,"Generalize place value understanding for multi-digit whole numbers less than or equal to 1,000,000.",,,,,,,,,,,,,,,,,,,,,,,,
Ohio Math Standard,Math,4,Number & Operations in Base Ten,4.NBT.1,"Recognize that in a multi-digit whole number, a digit in one place represents ten times what it represents in the place to its right by applying concepts of place value, multiplication, or division.",,,,,,,,,,,,,,,,,,,,,,,,
Ohio Math Standard,Math,4,Number & Operations in Base Ten,4.NBT.2,"Read and write multi-digit whole numbers using standard form, word form, and expanded form. Compare two multi-digit numbers based on meanings of the digits in each place, using >, =, and < symbols to record the results of comparisons. Grade 4 expectations in this domain are limited to whole numbers less than or equal to 1,000,000.",,,,,,,,,,,,,,,,,,,,,,,,
Ohio Math Standard,Math,4,Number & Operations in Base Ten,4.NBT.3,"Use place value understanding to round multi-digit whole numbers to any place through 1,000,000.",,,,,,,,,,,,,,,,,,,,,,,,
Ohio Math Standard,Math,4,Number & Operations in Base Ten,4.NBT.B,"Use place value understanding and properties of operations to perform multi-digit arithmetic with whole numbers less than or equal to 1,000,000.",,,,,,,,,,,,,,,,,,,,,,,,
Ohio Math Standard,Math,4,Number & Operations in Base Ten,4.NBT.4,Fluently add and subtract multi-digit whole numbers using a standard algorithm.,,,,,,,,,,,,,,,,,,,,,,,,
Ohio Math Standard,Math,4,Number & Operations in Base Ten,4.NBT.5,"Multiply a whole number of up to four digits by a one-digit whole number, and multiply two two-digit numbers, using strategies based on place value and the properties of operations. Illustrate and explain the calculation by using equations, rectangular arrays, and/or area models.",,,,,,,,,,,,,,,,,,,,,,,,
Ohio Math Standard,Math,4,Number & Operations in Base Ten,4.NBT.6,"Find whole-number quotients and remainders with up to four-digit dividends and one-digit divisors, using strategies based on place value, the properties of operations, and/or the relationship between multiplication and division. Illustrate and explain the calculation by using equations, rectangular arrays, and/or area models.",,,,,,,,,,,,,,,,,,,,,,,,
Ohio Math Standard,Math,5,Number & Operations in Base Ten,5.NBT.A,Understand the place value system.,,,,,,,,,,,,,,,,,,,,,,,,
Ohio Math Standard,Math,5,Number & Operations in Base Ten,5.NBT.1,"Recognize that in a multi-digit number, a digit in one place represents 10 times as much as it represents in the place to its right and 1/10 of what it represents in the place to its left.",,,,,,,,,,,,,,,,,,,,,,,,
Ohio Math Standard,Math,5,Number & Operations in Base Ten,5.NBT.2,"Explain patterns in the number of zeros of the product when multiplying a number by powers of 10, and explain patterns in the placement of the decimal point when a decimal is multiplied or divided by a power of 10. Use whole-number exponents to denote powers of 10.",,,,,,,,,,,,,,,,,,,,,,,,
Ohio Math Standard,Math,5,Number & Operations in Base Ten,5.NBT.3,"Read, write, and compare decimals to thousandths.",,,,,,,,,,,,,,,,,,,,,,,,
Ohio Math Standard,Math,5,Number & Operations in Base Ten,5.NBT.3.a,"Read and write decimals to thousandths using base-ten numerals, number names, and expanded form, e.g., 347.392 = 3 × 100 + 4 × 10 + 7 × 1 + 3 × (1/10) + 9 × (1/100) + 2 × (1/1000).",,,,,,,,,,,,,,,,,,,,,,,,
Ohio Math Standard,Math,5,Number & Operations in Base Ten,5.NBT.3.b,"Compare two decimals to thousandths based on meanings of the digits in each place, using >, =, and < symbols to record the results of comparisons.",,,,,,,,,,,,,,,,,,,,,,,,
Ohio Math Standard,Math,5,Number & Operations in Base Ten,5.NBT.4,"Use place value understanding to round decimals to any place, millions through hundredths.",,,,,,,,,,,,,,,,,,,,,,,,
Ohio Math Standard,Math,5,Number & Operations in Base Ten,5.NBT.B,Perform operations with multi-digit whole numbers and with decimals to hundredths.,,,,,,,,,,,,,,,,,,,,,,,,
Ohio Math Standard,Math,5,Number & Operations in Base Ten,5.NBT.5,Fluently multiply multi-digit whole numbers using a standard algorithm.,,,,,,,,,,,,,,,,,,,,,,,,
Ohio Math Standard,Math,5,Number & Operations in Base Ten,5.NBT.6,"Find whole-number quotients of whole numbers with up to four-digit dividends and two-digit divisors, using strategies based on place value, the properties of operations, and/or the relationship between multiplication and division. Illustrate and explain the calculation by using equations, rectangular arrays, and/or area models.",,,,,,,,,,,,,,,,,,,,,,,,
Ohio Math Standard,Math,5,Number & Operations in Base Ten,5.NBT.7,"Solve real-world problems by adding, subtracting, multiplying, and dividing decimals using concrete models or drawings and strategies based on place value, properties of operations, and/or the relationship between addition and subtraction, or multiplication and division; relate the strategy to a written method and explain the reasoning used.",,,,,,,,,,,,,,,,,,,,,,,,
Ohio Math Standard,Math,5,Number & Operations in Base Ten,5.NBT.7.a,"Add and subtract decimals, including decimals with whole numbers, (whole numbers through the hundreds place and decimals through the hundredths place).",,,,,,,,,,,,,,,,,,,,,,,,
Ohio Math Standard,Math,5,Number & Operations in Base Ten,5.NBT.7.b,Multiply whole numbers by decimals (whole numbers through the hundreds place and decimals through the hundredths place).,,,,,,,,,,,,,,,,,,,,,,,,
Ohio Math Standard,Math,5,Number & Operations in Base Ten,5.NBT.7.c,Divide whole numbers by decimals and decimals by whole numbers (whole numbers through the tens place and decimals less than one through the hundredths place using numbers whose division can be readily modeled).,,,,,,,,,,,,,,,,,,,,,,,,
Ohio Math Standard,Math,K,Measurement & Data,K.MD.A,"Identify, describe, and compare measurable attributes.",,,,,,,,,,,,,,,,,,,,,,,,
Ohio Math Standard,Math,K,Measurement & Data,K.MD.1,"Identify and describe measurable attributes (length, weight, and height) of a single object using vocabulary terms such as long/short, heavy/light, or tall/short.",,,,,,,,,,,,,,,,,,,,,,,,
Ohio Math Standard,Math,K,Measurement & Data,K.MD.2,"Directly compare two objects with a measurable attribute in common to see which object has more of"" or ""less of"" the attribute",and describe the difference. For example,directly compare the heights of two children,"and describe one child as taller/shorter.""",,,,,,,,,,,,,,,,,,,,,
Ohio Math Standard,Math,K,Measurement & Data,K.MD.B,Classify objects and count the number of objects in each category.,,,,,,,,,,,,,,,,,,,,,,,,
Ohio Math Standard,Math,K,Measurement & Data,K.MD.3,Classify objects into given categories; count the numbers of objects in each category and sort the categories by count. The number of objects in each category should be less than or equal to ten. Counting and sorting coins should be limited to pennies.,,,,,,,,,,,,,,,,,,,,,,,,
Ohio Math Standard,Math,1,Measurement & Data,1.MD.A,Measure lengths indirectly and by iterating length units.,,,,,,,,,,,,,,,,,,,,,,,,
Ohio Math Standard,Math,1,Measurement & Data,1.MD.1,Order three objects by length; compare the lengths of two objects indirectly by using a third object.,,,,,,,,,,,,,,,,,,,,,,,,
Ohio Math Standard,Math,1,Measurement & Data,1.MD.2,Express the length of an object as a whole number of length units by laying multiple copies of a shorter object (the length unit) end to end; understand that the length measurement of an object is the number of same-size length units that span it with no gaps or overlaps. Limit to contexts where the object being measured is spanned by a whole number of length units with no gaps or overlaps.,,,,,,,,,,,,,,,,,,,,,,,,
Ohio Math Standard,Math,1,Measurement & Data,1.MD.B,Work with time and money.,,,,,,,,,,,,,,,,,,,,,,,,
Ohio Math Standard,Math,1,Measurement & Data,1.MD.3,Work with time and money.,,,,,,,,,,,,,,,,,,,,,,,,
Ohio Math Standard,Math,1,Measurement & Data,1.MD.3.a,Tell and write time in hours and half-hours using analog and digital clocks.,,,,,,,,,,,,,,,,,,,,,,,,
Ohio Math Standard,Math,1,Measurement & Data,1.MD.3.b,Identify pennies and dimes by name and value.,,,,,,,,,,,,,,,,,,,,,,,,
Ohio Math Standard,Math,1,Measurement & Data,1.MD.C,Represent and interpret data.,,,,,,,,,,,,,,,,,,,,,,,,
Ohio Math Standard,Math,1,Measurement & Data,1.MD.4,"Organize, represent, and interpret data with up to three categories; ask and answer questions about the total number of data points, how many in each category, and how many more or less are in one category than in another.",,,,,,,,,,,,,,,,,,,,,,,,
Ohio Math Standard,Math,2,Measurement & Data,2.MD.A,Measure and estimate lengths in standard units.,,,,,,,,,,,,,,,,,,,,,,,,
Ohio Math Standard,Math,2,Measurement & Data,2.MD.1,"Measure the length of an object by selecting and using appropriate tools such as rulers, yardsticks, meter sticks, and measuring tapes.",,,,,,,,,,,,,,,,,,,,,,,,
Ohio Math Standard,Math,2,Measurement & Data,2.MD.2,"Measure the length of an object twice, using length units of different lengths for the two measurements; describe how the two measurements relate to the size of the unit chosen.",,,,,,,,,,,,,,,,,,,,,,,,
Ohio Math Standard,Math,2,Measurement & Data,2.MD.3,"Estimate lengths using units of inches, feet, centimeters, and meters.",,,,,,,,,,,,,,,,,,,,,,,,
Ohio Math Standard,Math,2,Measurement & Data,2.MD.4,"Measure to determine how much longer one object is than another, expressing the length difference in terms of a standard length unit.",,,,,,,,,,,,,,,,,,,,,,,,
Ohio Math Standard,Math,2,Measurement & Data,2.MD.B,Relate addition and subtraction to length.,,,,,,,,,,,,,,,,,,,,,,,,
